,super_cluster,gene_names
20,20,TMED10
20,20,TMED7-TICAM2;TMED7
20,20,UBIAD1
20,20,ZDHHC3
21,21,ATXN7L2
21,21,DDX42
21,21,DNAJC8
21,21,HTATSF1
21,21,P4HA1
21,21,PCNP
21,21,PPP4C
21,21,PPP4R2
21,21,RAB3IP
21,21,SCNM1
21,21,SF3A1
21,21,SF3A3
21,21,SF3B1
21,21,SF3B2
21,21,SF3B3
21,21,SF3B4
21,21,SF3B5
21,21,SF3B6
21,21,SLC4A1AP
21,21,SMEK1
21,21,SNRPA1
21,21,SNRPB2
21,21,TTC33
21,21,WDR61
21,21,ZCRB1
22,22,ASNSD1
22,22,BDP1
22,22,CRCP
22,22,MAF1
22,22,PDRG1
22,22,PIH1D1
22,22,POLR1C
22,22,POLR2E
22,22,POLR2F
22,22,POLR2H
22,22,POLR2L
22,22,POLR3A
22,22,POLR3B
22,22,POLR3C
22,22,POLR3D
22,22,POLR3E
22,22,POLR3F
22,22,POLR3G
22,22,POLR3K
22,22,RPAP3
22,22,TRMT1L
22,22,TWISTNB
22,22,URI1
22,22,UXT
22,22,WDR92;DKFZP434B156
23,23,MMS22L
23,23,SSRP1
23,23,SUPT16H
24,24,ACTR6
24,24,C12ORF45
24,24,C21ORF59
24,24,C2ORF44
24,24,CFDP1
24,24,DPCD
24,24,NHP2L1
24,24,NOP58
24,24,NUFIP1
24,24,RUVBL1
24,24,RUVBL2
24,24,SLK
24,24,SRCAP
24,24,TANGO6
24,24,YEATS4
24,24,ZNHIT1
24,24,ZNHIT6
25,25,DDB1
25,25,RBX1
26,26,RNPC3
26,26,SNRNP70
26,26,SNRPB;SNRPN
26,26,SNRPD3
26,26,SNRPF
26,26,SNUPN
27,27,GPI
27,27,PSMA2
27,27,PSMA3
27,27,PSMA4
27,27,PSMA5
27,27,PSMA6
27,27,PSMB2
27,27,PSMB4
27,27,PSMB5
27,27,PSMC1
27,27,PSMC2
27,27,PSMC3
27,27,PSMC6
27,27,PSMD1
27,27,PSMD11
27,27,PSMD13
27,27,PSMD2
27,27,PSMD3
27,27,PSMD4
27,27,PSMD6
27,27,PSMD7
27,27,UCHL5
28,28,CPSF3L
28,28,GCOM1;GCOM2
28,28,GPN1
28,28,GPN2
28,28,GTF2B
28,28,GTF2F1
28,28,GTF2F2
28,28,INTS12
28,28,METTL3
28,28,POLR2B
28,28,POLR2C
28,28,POLR2D
28,28,POLR2G
28,28,POLR2I
28,28,POLR2J
28,28,POLR2J3;POLR2J;POLR2J2
28,28,RPAP1
29,29,ACTG1
29,29,CAP1
29,29,PFN2
29,29,TWF2
30,30,CCDC101
30,30,EP400
30,30,ING3
30,30,KAT2A
30,30,MAX
30,30,MORF4L1
30,30,MYC
30,30,SUPT20H
30,30,SUPT3H
30,30,TADA1
30,30,TADA2B
30,30,TADA3
30,30,TAF5L
30,30,TAF6L
30,30,TAF9
30,30,TRRAP
30,30,VPS72
31,31,CPSF6
31,31,CPSF7
31,31,CRTAP
31,31,LEPRE1
31,31,NUDT21
31,31,RBM26
31,31,SRPK2
32,32,FGFR1OP
32,32,IGBP1
32,32,PPP2CA
32,32,PPP2CB
32,32,PPP2R1A
32,32,PPP2R1B
32,32,PPP2R5D
33,33,ARHGDIA
33,33,IQGAP2
33,33,RAC1
33,33,RAC3
33,33,RAP1GDS1
33,33,RHOA
33,33,RHOC
33,33,RHOG
33,33,STRBP
34,34,NUTF2
34,34,RAN
34,34,RCC1
34,34,SUMO1
35,35,ANAPC1
35,35,ANAPC10
35,35,ANAPC13
35,35,ANAPC16
35,35,ANAPC2
35,35,ANAPC4
35,35,ANAPC5
35,35,ANAPC7
35,35,BUB1B
35,35,BUB3
35,35,CDC20
35,35,CDC23
35,35,CDC26
35,35,DEPDC1B
35,35,FBXO5
35,35,FHOD3
35,35,FZR1
35,35,KIF18A
35,35,NEK2
35,35,PYCR1
36,36,ABI2
36,36,ABL1
36,36,BRK1
36,36,CSNK1G3
36,36,CYFIP1
36,36,CYFIP2
36,36,KIAA1522
36,36,MECR
36,36,NCKAP1
36,36,NHSL1
36,36,NHSL2
36,36,WASF1
36,36,WASF2
36,36,WASF3
37,37,AAR2
37,37,C9ORF78
37,37,CD2BP2
37,37,CSE1L
37,37,DDX23
37,37,EAPP
37,37,ECD
37,37,PRPF4
37,37,PRPF6
37,37,PRPF8
37,37,SNRNP200
37,37,SNRNP40
37,37,TXNL4A
37,37,USP39
38,38,CISD2
38,38,OSBP
38,38,VAPB
39,39,BLOC1S2
39,39,C10ORF32-ASMT;C10ORF32
39,39,LAMTOR2
39,39,LOH12CR1
39,39,PIP4P1
39,39,PTTG1IP
39,39,STX7
39,39,TMEM184C
39,39,TMEM55B
39,39,VAMP8
39,39,VRK1
40,40,PUS7
40,40,SSB
41,41,KIAA1524
41,41,LAMP1
41,41,RAB7A
41,41,SLC18B1
42,42,ABCE1
42,42,EIF3A
42,42,EIF3B
42,42,EIF3C
42,42,EIF3CL
42,42,EIF3E
42,42,EIF3F
42,42,EIF3H
42,42,EIF3I
42,42,EIF3K
42,42,EIF3L
42,42,EIF3M
42,42,PABPC1;PABPC3
43,43,BYSL
43,43,DDX10
43,43,DIMT1
43,43,FAM207A
43,43,FTSJ3
43,43,LTV1
43,43,NOB1
43,43,PNO1
43,43,RIOK2
43,43,RIOK3
43,43,RRP12
43,43,TSR1
43,43,USP16
43,43,UTP14A
44,44,EIF4B
44,44,PSPC1
45,45,CHTOP
45,45,LSM5
45,45,LSM7
45,45,PNN
45,45,PRPF3
45,45,PRPF4B
45,45,RBM6
45,45,SART1
45,45,SNRNP40;DKFZP434D199
45,45,ZC3H18
46,46,HSPB11
46,46,IFT172
46,46,IFT20
46,46,IFT22
46,46,IFT27
46,46,IFT52
46,46,IFT74
46,46,IFT81
46,46,TTC26
46,46,TTC30A;TTC30B
47,47,ANKRD50
47,47,C12ORF57
47,47,KIAA1033
47,47,VPS26A
47,47,VPS26B
47,47,VPS35
47,47,WASH3P;WASH2P;WASH6P;WASH1;WASH4P
48,48,ATP6V1G1;ATP6V1G2-DDX39B;ATP6V1G2
48,48,NOP56
48,48,RAB11A
48,48,VIM
49,49,CTTNBP2
49,49,FGFR1OP2
49,49,GNG2
49,49,PDCD10
49,49,PPP2CA;PPP2CB
49,49,SIKE1
49,49,SLMAP
49,49,STK24
49,49,STK25
49,49,STK26
49,49,STRIP2
49,49,STRN
49,49,STRN3
50,50,ATL1
50,50,ATL3
50,50,CYB5B
50,50,ENDOD1
50,50,RTN4
51,51,C16ORF62
51,51,COMMD2
51,51,COMMD3-BMI1;COMMD3;BMI1
51,51,COMMD4
51,51,COMMD5
51,51,COMMD6
51,51,COMMD8
51,51,COMMD9
51,51,DSCR3
51,51,FAM45A;FAM45B
52,52,CCNH
52,52,CDC7
52,52,CDK7
52,52,ERCC1
52,52,ERCC2
52,52,ERCC3
52,52,ERCC4
52,52,ERCC5-201;BIVM-ERCC5;ERCC5
52,52,GTF2H1
52,52,GTF2H2C
52,52,GTF2H3
52,52,GTF2H4
52,52,GTF2H5
52,52,MNAT1
52,52,PREB
52,52,XPA
52,52,XPC
53,53,ACTR2
53,53,ACTR3
53,53,ARL6IP6
53,53,ARPC2
53,53,ARPC3
53,53,ARPC4-TTLL3;ARPC4
53,53,ARPC5
53,53,ARPC5L
53,53,CHURC1;CHURC1-FNTB
53,53,CRTC2
53,53,MNDA
54,54,CEP170
54,54,KIF2A
54,54,MAP4
55,55,AKR1C2;AKR1C1
55,55,INPPL1
55,55,NQO1
55,55,PIK3C2A
55,55,TMSB4X
56,56,ACTB
56,56,CAP2
56,56,CFL1
56,56,HIST1H2AJ;HIST1H2AH;HIST1H2AG;H2AFJ
57,57,CLSPN
57,57,DLG1
57,57,HERC5
57,57,SRP14
57,57,SRP9
57,57,SRP9;DKFZP564M2223
58,58,PCBP1
58,58,PCBP2
58,58,RBM39
59,59,CCT2
59,59,CCT3
59,59,CCT4
59,59,CCT5
59,59,CCT6A
59,59,CCT8
59,59,IGKC
59,59,MSTO1
59,59,PDCD5
59,59,PDCL
59,59,TCP1
59,59,TUBA1C
59,59,TUBD1
59,59,TXNDC9
60,60,TRAPPC1
60,60,TRAPPC10
60,60,TRAPPC11
60,60,TRAPPC12;CGI-87
60,60,TRAPPC13
60,60,TRAPPC2
60,60,TRAPPC2B;TRAPPC2
60,60,TRAPPC2L
60,60,TRAPPC3
60,60,TRAPPC4
60,60,TRAPPC5
60,60,TRAPPC6B
60,60,TRAPPC8
60,60,TRAPPC9
61,61,SNRPA
61,61,ZCCHC8
62,62,ACTL6A
62,62,BCL7A
62,62,BRD9
62,62,GLTSCR1
62,62,SMARCA4
62,62,SMARCC2
62,62,SMARCD1
62,62,SMARCD2
62,62,SMARCD3
62,62,SS18
63,63,C14ORF166
63,63,DDX1
63,63,FAM98A
63,63,FAM98B
63,63,RTCB
64,64,BCAS2
64,64,CDC5L
64,64,CRNKL1
64,64,CTNNBL1
64,64,CWC15
64,64,DNAJC17
64,64,ISY1
64,64,PLRG1
64,64,PPIE
64,64,PRPF19
64,64,XAB2
64,64,ZNF830
65,65,PRKACA
65,65,PRKAR1A
65,65,PRKAR2A
66,66,ATP6AP2
66,66,ATP6V0A1
66,66,ATP6V0C
66,66,ATP6V0D1
66,66,ATP6V1A
66,66,ATP6V1B2
66,66,ATP6V1C1
66,66,ATP6V1D
66,66,ATP6V1E1
66,66,ATP6V1G1
66,66,ATP6V1H
66,66,RAB11B;RAB11A
66,66,SLC35F2
67,67,C1QBP
67,67,DDX21
67,67,DHX9
67,67,YBX1
67,67,YBX3
68,68,AMBRA1
68,68,POLQ
68,68,PRPF40A
68,68,RBM25
69,69,CDK11A
69,69,KIAA0430
69,69,LMNA
69,69,RRP8
70,70,DNAJC2
70,70,HSPA14
71,71,CDC123
71,71,EIF2B1
71,71,EIF2B2
71,71,EIF2B3
71,71,EIF2S1
71,71,EIF2S2
71,71,EIF2S3
71,71,EIF2S3;EIF2S3L
71,71,EIF5
71,71,GSPT1
71,71,RPL26;RPL26L1
72,72,GNA11
72,72,GNAI2;GNAI1;GNAO1
72,72,GNB1
72,72,GNG12
73,73,BSG
73,73,SLC16A1
74,74,ANKRD36B;ANKRD36
74,74,PAAF1
74,74,PSMC5
74,74,PSMD10
74,74,PSMD12
74,74,PSMD14
74,74,SEM1
74,74,UBE3C
74,74,UBQLN2
74,74,USP14
75,75,CTBP1
75,75,CTBP2
75,75,HIC2
75,75,LCOR
75,75,TRPS1
75,75,ZEB1
75,75,ZEB2
75,75,ZNF217
75,75,ZNF516
76,76,COL4A3BP
76,76,RPL38
77,77,CETN2
77,77,CETN3
77,77,POC5
77,77,SFI1
78,78,SNTB2
78,78,UTRN
79,79,ENY2
79,79,PABPC1
79,79,RACK1
79,79,RPL12
79,79,RPL17;RPL17-C18ORF32
79,79,RPL5
80,80,BRF1
80,80,BTAF1
80,80,GTF2A1
80,80,TAF5
80,80,TBP
81,81,CCAR1
81,81,RBM10
81,81,U2AF1;U2AF1L4
81,81,U2AF2
82,82,CPVL
82,82,SEPT10
82,82,SEPT11
82,82,SEPT2
82,82,SEPT3
82,82,SEPT5
82,82,SEPT6
82,82,SEPT7
82,82,SEPT8
82,82,SEPT9
83,83,GOSR1
83,83,NAPA
83,83,NSF
83,83,SCFD1
83,83,SEC22B
83,83,YKT6
84,84,LARP1
84,84,PABPC4
84,84,PAIP1
85,85,CSNK2A1
85,85,FBRS
86,86,DYNC1H1
86,86,DYNC1I2
86,86,DYNC1LI1
86,86,DYNC1LI2
86,86,DYNLT1
86,86,DYNLT3
86,86,PAFAH1B1
87,87,GOLPH3
87,87,STX6
87,87,STX8
87,87,VAMP4
87,87,VTI1A
88,88,SNAP23
88,88,VAMP3
89,89,CEP55
89,89,MVB12A
89,89,TSG101
89,89,UBAP1
89,89,UMAD1
89,89,VPS28
89,89,VPS37A
90,90,DDX20
90,90,GEMIN2
90,90,GEMIN4
90,90,GEMIN5
90,90,GEMIN6
90,90,GEMIN8
90,90,SMN1
90,90,SMN1;SMN2
91,91,DDX46
91,91,RNF169
91,91,SLC3A2
91,91,SLC7A6
92,92,RAB11FIP5
92,92,RAB1A
92,92,RAB21
92,92,SCAMP1
92,92,SCAMP2
92,92,WDFY1
93,93,ARMC8
93,93,GID4
93,93,GID8
93,93,MAEA
93,93,MKLN1
93,93,RANBP10
93,93,RANBP9
93,93,RMND5A
93,93,WDR26
94,94,MRE11A
94,94,NECAP1
94,94,NUMA1
95,95,AP2A2
95,95,AP2M1
95,95,AP2S1
95,95,BMP2K
95,95,C15ORF57
95,95,NECAP2
96,96,ATF2
96,96,ATF7
96,96,JUN
97,97,IGF2BP1
97,97,IGF2BP3
98,98,HK1
98,98,HK2
98,98,VDAC1
98,98,VDAC2
98,98,VDAC3
99,99,UBA52
99,99,UBC;UBB;RPS27A;UBA52
100,100,CYB5R3
100,100,GDAP1
100,100,PLGRKT
100,100,TIMM17B
100,100,TOMM20
100,100,TOMM20A
100,100,TOMM22
100,100,TOMM7
101,101,SUPT4H1
101,101,SUPT5H
102,102,POP1
102,102,POP7
102,102,RPP30
102,102,RPP40
102,102,TRIM39-RPP21;RPP21
103,103,RBM12
103,103,RNF20
103,103,RNF40
103,103,WAC
104,104,PACSIN2
104,104,RHOQ
105,105,ADRM1
105,105,PSMC4
105,105,PSMD4;PIPSL
105,105,PSMD8
106,106,NONO
106,106,RBM7
106,106,SKIV2L2
107,107,LSM6
107,107,RBM42
107,107,RPL36AL;RPL36A;RPL36A-HNRNPH2
107,107,SAP18
108,108,KPNA2
108,108,KPNB1
108,108,POM121
108,108,POM121C
109,109,AXIN1
109,109,GSK3A
109,109,GSK3B
109,109,GSKIP
109,109,OGT
109,109,PRUNE
110,110,BAG2
110,110,DNAJB6
110,110,DNAJC7
110,110,IQSEC1;IQSEC2
110,110,MLK4
110,110,STUB1
110,110,TUBA1A;TUBA3E
111,111,DNAJC11
111,111,MTX1
112,112,ATXN2
112,112,ATXN2L
112,112,DDX6
112,112,FAM195B
112,112,LSM12
112,112,NUFIP2
113,113,CLIP1
113,113,PDE4DIP
114,114,IER3IP1
114,114,YIF1A
114,114,YIF1B
114,114,YIPF5
115,115,NRBP1
115,115,TCEB1
115,115,TCEB2
115,115,TSC22D1
115,115,TSC22D2
115,115,VHL
116,116,UPF1
116,116,UPF2
117,117,DNAJB11
117,117,SDF2L1
117,117,SNX1
117,117,SNX2
117,117,SNX5
117,117,SNX6
118,118,PDS5B
118,118,RAD21
118,118,SMC1A
118,118,SMC3
119,119,ARL1
119,119,ARL3
119,119,EXOC4
119,119,RRAS2
119,119,YWHAB
119,119,YWHAQ
120,120,RBBP4
120,120,RBBP7
121,121,HUS1
121,121,RAD1
121,121,RAD17
121,121,RAD9A
121,121,RFC2
121,121,RFC3
121,121,RFC5
122,122,FAM192A;NIP30
122,122,PSMA1
122,122,PSMB3
122,122,PSMB7
122,122,PSME4
123,123,CD3EAP
123,123,POLR1A
123,123,POLR2K
123,123,POLR3GL
123,123,POLR3H
124,124,NUP214
124,124,NUP62
124,124,NUP88
124,124,NUP93
125,125,DOCK7
125,125,LRCH1
125,125,LRCH3
126,126,CKMT1A;CKMT1B
126,126,CTCF
127,127,CLASP2
127,127,GCC2
128,128,CCNT1
128,128,CCNT2
128,128,CDK13
128,128,CDK9
128,128,HEXIM1
128,128,LARP7
128,128,MEPCE
129,129,ANKRD28
129,129,ANKRD44
129,129,ANKRD52
129,129,ARHGEF2
129,129,PPP6R1
129,129,PPP6R2
129,129,PPP6R3
130,130,ACTR1A
130,130,DCTN1;DKFZP686E0752
130,130,DCTN2
130,130,DCTN3
131,131,DHX15
131,131,RANBP2
131,131,SUGP1
132,132,DNAJC21
132,132,TOP2A
132,132,TOP2B
133,133,BAP18;C17ORF49;RNASEK-C17ORF49
133,133,HMGXB4
133,133,RSF1
133,133,SMARCA5
134,134,BRCA2
134,134,HSP90AA1
134,134,HSP90AB1
134,134,USP19
135,135,FEN1
135,135,PCNA
135,135,RNASEH2A
135,135,RNASEH2B
135,135,RNASEH2C
136,136,RABGGTA
136,136,RABGGTB
137,137,MELK
137,137,POMP
137,137,PSMG1
137,137,PSMG2
137,137,PSMG4
138,138,PRKAA1
138,138,PRKAB1
138,138,PRKAB2
138,138,PRKAG1
139,139,PIK3CB
139,139,PIK3R1
140,140,EFR3A
140,140,EFR3B
140,140,FAM126A
140,140,FAM126B
140,140,PI4KA
140,140,TTC7B
141,141,NCBP1
141,141,PHAX
141,141,SRRT
141,141,YTHDF2
142,142,PFDN1
142,142,PFDN2
142,142,PFDN5
142,142,PFDN6
142,142,VBP1
143,143,NCAPD2
143,143,NCAPG
143,143,NCAPH
143,143,SMC2
143,143,SMC4
144,144,EZR
144,144,MSN
144,144,RDX
145,145,MSH2
145,145,MSH6
146,146,INTS14
146,146,VWA9
147,147,EEF1A1;EEF1A1P5
147,147,EEF1B2
147,147,EEF1D
147,147,EEF1G
148,148,BTF3
148,148,NACA
149,149,POLDIP3
149,149,RBM33
150,150,CDH2
150,150,CTNNA1
150,150,CTNNB1
150,150,CTNND1
151,151,ARHGEF6
151,151,ARHGEF7
151,151,GIT1
151,151,NCK2
151,151,PAK2
151,151,SCRIB
152,152,ACTN1
152,152,ACTN4
153,153,RCBTB2
153,153,ULK3
153,153,VRK3
154,154,OXSR1
154,154,WNK1
154,154,WNK2
154,154,WNK3
155,155,TUBG1
155,155,TUBG1;TUBG2
156,156,CIRBP
156,156,LUC7L
156,156,TNPO3
157,157,TJP1
157,157,TJP2
158,158,SPTLC1
158,158,SPTLC2
159,159,SEC13
159,159,SEC31A
160,160,NCL
160,160,RPS11
160,160,RPS4X
161,161,AAK1
161,161,RALBP1
161,161,REPS1
162,162,FAM50A
162,162,SPG21
163,163,KSR1
163,163,MAP2K1
163,163,MAP2K2
164,164,FXR2
164,164,LSM14A
165,165,LDHA
165,165,LDHB
165,165,LDHC
166,166,AP2A1
166,166,AP2B1
166,166,EPS15L1
166,166,ITSN1
167,167,CASC5
167,167,DSN1
167,167,MIS12
167,167,NSL1
167,167,PMF1-BGLAP;PMF1
168,168,GPS2
168,168,HDAC3
168,168,NCOR1
168,168,NCOR2
169,169,H1F0
169,169,MKI67
170,170,ANXA5
170,170,FBL
171,171,EIF3G
171,171,RPS26;RPS26P11
172,172,DCP1A
172,172,DCP1B
172,172,EDC3
172,172,EDC4
173,173,BAG6
173,173,BAG6;BAT3
173,173,ERLIN2
173,173,GET4
173,173,RNF126
173,173,UBL4A
174,174,ARID1B
174,174,DPF2
174,174,SMARCA2
174,174,SMARCB1
174,174,SMARCC1
174,174,SMARCE1
175,175,RANBP3
175,175,XPO1
176,176,WASL
176,176,WIPF1
176,176,WIPF2
177,177,TGFBRAP1
177,177,VPS16
177,177,VPS18
177,177,VPS33A
177,177,VPS41
178,178,SLC6A15
178,178,STX12
178,178,VAMP2
178,178,VAMP3;VAMP2
179,179,UBB
179,179,UBB;UBC;RPS27A;UBA52
180,180,TMED2
180,180,TMED4
180,180,TMED9
181,181,GYG1
181,181,GYG2
181,181,GYS1
181,181,SOX12
182,182,SHKBP1
182,182,SNX27
183,183,MAGOH;MAGOHB
183,183,MAGOHB
183,183,RBM8A
184,184,NAN
184,184,POLR1D
185,185,KAT6A;MYST3
185,185,OSTC
185,185,PICALM
186,186,NAPG
186,186,UBE3B
187,187,ATP5H
187,187,NVL
188,188,CECR2
